焦作市	2014-04-01	89	67-107	良	63.8	111.7	59.4	1.74	33.2	87.5
牡丹江市	2014-04-01	68	50-85	良	38.3	80.3	24.8	0.515	25.3	86.9
玉溪市	2014-04-01	79	62-101	良	53.6	97.8	34.7	2.493	28.6	86.1
珠海市	2014-04-01	53	40-73	良	34.7	53.6	8.9	0.976	50.3	37.9
瓦房店市	2014-04-01	104	74-185	轻度污染	77.8	85.3	40.1	0.208	28.5	87.4
盐城市	2014-04-01	74	50-126	良	53.4	75.9	11.6	0.93	19.1	75.5
盘锦市	2014-04-01	120	102-135	轻度污染	90.2	106.5	32.3	3.173	18.4	99.2
石嘴山市	2014-04-01	81	62-109	良	43.5	105.6	77.4	0.909	27.9	86.6
石家庄市	2014-04-01	121	78-173	轻度污染	90.4	156.9	67	0.996	45.9	68.3
福州市	2014-04-01	48	32-65	优	27.3	48.9	7.3	1.418	43.5	53
秦皇岛市	2014-04-01	168	128-224	中度污染	128	195.4	63.9	1.724	73.6	82.7
章丘市	2014-04-01	77	56-101	良	51.8	99.3	53.4	1.212	47.4	0
绍兴市	2014-04-01	69	31-99	良	49	75.3	27.8	0.81	49.1	54.2
绵阳市	2014-04-01	72	61-87	良	51.9	83.8	25.8	0.841	45.8	50.5
聊城市	2014-04-01	103	69-179	轻度污染	68.8	148.3	35.3	1.299	34.2	55.1
肇庆市	2014-04-01	62	46-103	良	43.3	61.9	26.3	1.163	39.6	40.6
胶南市	2014-04-01	119	69-189	轻度污染	89.2	112.6	22.6	0.875	33.8	97.5
胶州市	2014-04-01	101	71-126	轻度污染	61.9	123.4	37.4	0.811	84	32.4
自贡市	2014-04-01	57	47-65	良	32.7	62.7	16.3	0.539	21	18.6
舟山市	2014-04-01	47	37-60	优	30.9	41.3	5.5	0.766	29.5	71.7
芜湖市	2014-04-01	126	88-158	轻度污染	95.4	164	13.3	1.294	15.9	37.4
苏州市	2014-04-01	100	72-123	轻度污染	74.3	98	20.6	1.088	62.6	54.4
茂名市	2014-04-01	58	26-76	良	41.1	54.1	23.6	1.243	29	58.8
荆州市	2014-04-01	83	55-108	良	57.6	111.1	54.6	1.234	54.6	70.4
荣成市	2014-04-01	76	63-94	良	49.2	88.6	25.2	0.365	29.9	97
莱州市	2014-04-01	85	62-111	良	49.4	110.3	24.3	0.545	29.1	106.5
莱芜市	2014-04-01	126	95-200	轻度污染	94.9	159.8	143.8	1.562	70.4	69.3
莱西市	2014-04-01	93	63-134	良	58.4	112.4	32.6	0.733	39.4	107.1
菏泽市	2014-04-01	88	68-102	良	52.1	107.5	32	1.089	40.2	114.8
营口市	2014-04-01	114	89-133	轻度污染	85.4	119	32.2	0.835	31.2	96.1
葫芦岛市	2014-04-01	129	108-159	轻度污染	98	133.9	39.4	1.848	51	96.1
蓬莱市	2014-04-01	85	48-124	良	48.7	115.7	19	2.295	27.1	98.1
衡水市	2014-04-01	121	90-155	轻度污染	83.2	188.2	42.9	0.967	40.8	92
衢州市	2014-04-01	88	67-119	良	65.2	66.7	34.8	0.558	30.1	48.4
西宁市	2014-04-01	92	67-149	良	66.9	108.8	26.6	1.126	32.5	39.8
西安市	2014-04-01	108	77-165	轻度污染	76	149.9	26	1.871	58.1	42
诸暨市	2014-04-01	56	39-79	良	39.1	50.5	10.8	1.193	30	60.7
贵阳市	2014-04-01	81	38-124	良	58.4	87.6	18.2	0.767	30.3	64.4
赤峰市	2014-04-01	74	32-129	良	33.5	100.9	27.4	0.674	29.8	45.2
连云港市	2014-04-01	105	71-146	轻度污染	78.9	132	28	0.794	37.4	103.3
遵义市	2014-04-01	58	34-105	良	40.3	61.1	24.3	0.651	30.6	52.8
邢台市	2014-04-01	119	85-189	轻度污染	87.4	179.7	64.2	0.963	58.8	72.9
邯郸市	2014-04-01	148	97-232	轻度污染	111.7	188.2	99.8	2.05	67.5	67.4
郑州市	2014-04-01	127	74-200	轻度污染	86.6	176.9	68.7	2.426	60.6	62.1
鄂尔多斯市	2014-04-01	68	57-78	良	24.4	65.6	16.9	0.426	25.8	101.2
重庆市	2014-04-01	46	30-66	优	32.5	43.2	15.7	0.951	36.8	27.8
金华市	2014-04-01	63	46-80	良	44.7	44	24.9	0.469	31.5	50.4
金坛市	2014-04-01	132	71-178	轻度污染	99.1	139.8	42.5	1.31	40.3	92.8
金昌市	2014-04-01	67	39-130	良	26.2	72.4	14.7	1.879	20.4	95.2
铜川市	2014-04-01	82	59-122	良	48.4	108.9	18.7	2.465	44.1	57.4
银川市	2014-04-01	68	52-85	良	27.8	83.5	33.8	0.789	16.2	73.4
锦州市	2014-04-01	151	99-166	中度污染	115	159.2	61.6	2.018	55.5	82.7
镇江市	2014-04-01	108	79-128	轻度污染	77.9	133.8	23.8	1.333	48.6	53.4
长春市	2014-04-01	134	77-218	轻度污染	99.5	162.7	55	1.241	57.4	76.5
长沙市	2014-04-01	80	49-114	良	57.9	76.7	27.8	1.347	43.6	60.5
长治市	2014-04-01	80	53-119	良	48.9	102.2	37.3	2.496	31.2	73.9
阳江市	2014-04-01	73	46-116	良	52.4	64.3	15.9	1.295	44.7	34.5
阳泉市	2014-04-01	92	78-122	良	67.5	107.2	29.7	1.017	25.2	39.6
青岛市	2014-04-01	97	77-123	良	71.1	114.4	34.1	1.055	49.9	118.3
鞍山市	2014-04-01	143	89-197	轻度污染	107.8	169.7	51.2	1.425	32.3	109.2
韶关市	2014-04-01	57	39-77	良	40.1	50.4	29.3	1.628	25.5	60.1
马鞍山市	2014-04-01	119	89-149	轻度污染	90.1	139.6	20.8	1.07	27.2	55.6
齐齐哈尔市	2014-04-01	44	33-57	优	17.7	44.2	15.1	0.561	11.4	63.9
三亚市	2014-04-02	22	13-46	优	9.8	21.5	1.1	0.432	9.1	32.7
三门峡市	2014-04-02	86	57-115	良	57	110.2	57.9	1.341	45.7	57.6
上海市	2014-04-02	64	49-78	良	45.3	62	15.3	0.579	52.5	68.1
东莞市	2014-04-02	51	31-73	良	35	43.6	14.6	1.162	52.9	32.7
东营市	2014-04-02	158	96-250	中度污染	99.5	260.9	117.7	1.603	75.8	82.9
中山市	2014-04-02	39	20-55	优	26	35.8	10.2	1.522	51.1	13
临安市	2014-04-02	109	80-161	轻度污染	80.8	144.3	18.8	0.85	41.3	69.9
临汾市	2014-04-02	118	56-150	轻度污染	86.8	131.6	41.7	2.762	38.7	60.7
临沂市	2014-04-02	180	116-366	中度污染	136.7	224.4	59.7	1.99	74	40.5
丹东市	2014-04-02	98	60-141	良	72.9	104.8	19.6	1.325	41.2	38.2
丽水市	2014-04-02	62	46-76	良	42	66.4	14.9	0.697	30.2	59.3
义乌市	2014-04-02	63	36-108	良	44.5	65.9	17	0.988	43.4	40.8
乌鲁木齐市	2014-04-02	97	49-179	良	40.6	142.4	28.7	0.931	57.1	36.9
九江市	2014-04-02	62	51-72	良	29	73.1	23.8	0.634	29.3	36.8
乳山市	2014-04-02	80	49-122	良	53.8	63.7	5.1	1.841	14.8	91.8
云浮市	2014-04-02	28	14-42	优	12.8	23.8	8.6	1.264	24.2	33
佛山市	2014-04-02	50	31-84	良	35.6	45.2	18.3	1.534	62.6	16.9
保定市	2014-04-02	180	99-344	中度污染	119.1	273	38	0.732	45.3	57.2
克拉玛依市	2014-04-02	77	40-352	良	31.5	94.6	6.9	0.85	23.1	83.2
兰州市	2014-04-02	63	53-75	良	31.3	74.8	30.8	0.79	29.7	64.1
包头市	2014-04-02	97	59-322	良	24	136.6	23.7	0.593	23.1	52.9
北京市	2014-04-02	132	90-176	轻度污染	99.3	158.5	20.7	0.987	57.6	75.4
北海市	2014-04-02	67	59-77	良	37.3	81.2	14.9	1.607	11.5	48.6
南京市	2014-04-02	107	67-155	轻度污染	77.4	142.1	28.5	0.839	56.4	84.6
南充市	2014-04-02	73	57-94	良	53.2	79	24.1	0.756	32.3	31.2
南宁市	2014-04-02	84	58-108	良	60.8	94.5	32.3	1.713	39.7	39.6
南昌市	2014-04-02	54	44-63	良	31.9	55.4	21.9	0.951	24.8	52.9
南通市	2014-04-02	78	57-108	良	55.5	80.8	21.5	0.565	31.8	72.7
即墨市	2014-04-02	62	50-81	良	40.3	72.2	26.8	0.721	30.9	83.9
厦门市	2014-04-02	64	42-82	良	42.5	69.5	18.8	0.645	40.8	61.3
句容市	2014-04-02	114	74-157	轻度污染	86.2	54.1	51.5	1.116	35.5	42.6
台州市	2014-04-02	50	35-71	良	32.8	48.5	9.7	0.701	27.8	64.2
合肥市	2014-04-02	105	58-161	轻度污染	76.9	102.3	21	1.015	37.7	39.5
吉林市	2014-04-02	64	41-137	良	40.5	72.4	21.2	1.222	26	74.6
吴江市	2014-04-02	81	35-121	良	56.1	94.6	28.3	0.89	63.4	43.5
呼和浩特市	2014-04-02	69	38-110	良	15.4	86.8	31.3	1.864	26.3	47.3
咸阳市	2014-04-02	95	67-153	良	64.3	137	38.5	1.096	50.2	37.5
哈尔滨市	2014-04-02	53	38-68	良	22.8	56.9	31.7	0.777	32.8	53.2
唐山市	2014-04-02	162	91-263	中度污染	117.1	212.7	69	2.326	66.5	68.2
嘉兴市	2014-04-02	78	38-119	良	55	78.7	26.7	0.704	55.4	57.6
嘉峪关市	2014-04-02	109	63-399	轻度污染	25	145.7	16	0.594	21.5	130.9
大同市	2014-04-02	61	38-90	良	13.3	71.7	20.7	1.912	20.1	65.1
大庆市	2014-04-02	44	35-57	优	15.2	38.4	14	0.308	14.1	77.7
大连市	2014-04-02	97	60-143	良	71.4	123.1	24.5	0.776	57.5	49.7
天津市	2014-04-02	139	82-237	轻度污染	96.8	167.9	35.3	1.105	54.1	60.8
太仓市	2014-04-02	88	63-118	良	65.3	84.9	30.4	1.4	52.8	48
太原市	2014-04-02	112	65-158	轻度污染	74.1	170.4	36.1	2.32	25.7	27.7
威海市	2014-04-02	107	75-145	轻度污染	55.1	97.5	19.8	0.603	31.3	145
宁波市	2014-04-02	76	38-116	良	54.6	77.3	24.8	1.013	59	44.5
安阳市	2014-04-02	86	69-107	良	58.2	111.4	52.9	1.454	40.6	65.4
宜兴市	2014-04-02	85	49-132	良	60.5	83.2	36.8	1.282	49	68
